id,text,length,author
314,Wrong comrade John - you clearly missed Plibersek's two bob's worth this morning backing the PM and Julie Bishop's comments and firing her own salvos (on behalf of Labor) in Putin's general direction. Do keep up.,36,TimOfAltona
315,I think the Australian PM speaks for most like-minded countries around the world - Russia has no place invading Ukrainian sovereign territory - naturally though Putin would not give a toss about what the rest of the world thinks - he will enter eastern Ukraine on a 'peace-keeping' mission to protect the Russian separatists from the Ukrainian government troops and the whole conflict escalates from there. The Ukraine military is no match for the might of Russia. ,78,TimOfAltona
316,"Your little contribution will certainly assist the tens of thousands on the verge of genocide in northern Iraq. Strange comment though - you applaud Obama's position, but condemn Abbott's support of Obama's position. ",34,TimOfAltona
317,"What is  view on thousands of men, women and children drowning at sea because people smugglers were given a product to sell by the Rudd Labor government?  ",30,TimOfAltona
318,What a bitter and twisted lot the Labor/Greens cheer squad are - here is Australia doing absolutely the right thing by assisting saving lives in Northern Iraq and all they want to do is attack the PM &amp; government for undertaking this humanitarian mission. ,45,TimOfAltona
319,"I somehow suspect that if Australia did nothing and people died as a result, the cheer squad would be the first to condemn/attack the government for allowing it to happen and it would all be Abbott's fault. ",38,TimOfAltona
320,"I guess their greatest fear is that the government may actually look good, which means they place their obsession with trying to make the PM look bad ahead of saving lives of the Yazidi folks on Mt Sinjar. ",39,TimOfAltona
321,It's pretty clear to everyone that Hockey was quoting evidence extracted from the ABS figures relating to motor vehicle ownership in disadvantaged areas.... this is fact whether people like it or not.  ,34,TimOfAltona
322,"Sure he could have phrased his argument better and sure he played into the hands of the usual anti-government minority groups, but facts are facts and shooting the messenger is the easy route that achieves little - the challenge is how to get the nation's finances back on track to sustain this country for future generations. ",57,TimOfAltona
323,Labor had their turn and were found seriously wanting - nothing they have said or done in opposition gives us any confidence that they can manage the nation's finances any better than they managed the leadership/factional dysfunction which tore the party apart during the Rudd/Gillard/Rudd years - and continues today under Shorten. IMHO,53,TimOfAltona
324,"The Guardian is being just a little too cute - trying to conjure up a story that does not exist. Sure the Labor/Greens cheer squad will click on the headline and fire off the usual anti-government sentiments, but at the end of the day there is no story here - unless you want the story to be ""Australia will not send ground troops to Iraq"" or my personal favourite ""Australia will only commit to humanitarian assistance for Northern Iraq"" end of story.",82,TimOfAltona
325,Hang on - the photo was 'designed' by the boy's father and posted on twitter by the father - the government did not take the photo nor did they publish it - it was published by hundreds of media outlets world wide. ,43,TimOfAltona
326,Err¡­the government did not publish the picture - it was first on twitter from the father of the boy and then was published by dozens of media outlets around the globe.  ,33,TimOfAltona
327,Gotta laugh...this from the Labor/Greens cheer squad who blame Tony Abbott for everything ranging from earthquakes in Chile to Ebola virus outbreaks in Africa to Abbott's forebears starting Britains involvement in WW1.,32,TimOfAltona
328,I guess it's fair to say that the coalition had only been in government for 5 mins when this incident occurred and that Labor had just left government after 6 years to get it right - however responsibility lies with the minister of the day - expect to see fewer and fewer of these types of Immigration stuff ups occurring in the future as the coalition tighten up the regulations/procedures.,70,TimOfAltona
329,"If this had happened when Labor were in government, the Liberal opposition would have been all over this incident - so good to see Labor holding the government to account over this.",32,TimOfAltona
330,It's all starting to come together for the government - the objective is to close down the off shore processing centres starting up Rudd's flotilla of people smuggling boats again. ,31,TimOfAltona
331,"Cambodia is a good outcome and will go a long way to achieving what we voted for last year - stopping the boats, stopping the drownings and eventually closing down the processing centres.",33,TimOfAltona
332,"Labor/Greens supporters seem too be getting all hyper over poll results - here's a tip - the election is over 2 years away. If you think a day is a long time in politics, two years is a generation.  ",41,TimOfAltona
333,Your energy is best directed towards trying to rebuild a shattered ALP and trying to get them into a competitive position to be a viable alternative government in 2019 or perhaps 2022. IMHO.,33,TimOfAltona
334,"I have said for a while now that the polls will swing back towards the government over the coming months¡­..the Labor/Green honeymoon period will end as people recognise that Labor's rebuilding is only just beginning, and the Greens are, well, the Greens. ",43,TimOfAltona
335,"I'm confused - so Murdoch's polls are rigged - when they show Labor in a commanding lead, which they have for a while now, those are also rigged? Or is it when they show Labor as leading they are accurate, but rigged when they show the Liberals in front? ",50,TimOfAltona
336,Good to see Chuck in town. When push comes to shove it will be the Americans we turn to for assistance and it is the Americans who will be first to our side to assist. ,36,TimOfAltona
337,Good to see another problem inherited from the dysfunctional Labor years being sorted out by the new government. Julie Bishop is clearly growing in stature in her role as Australia's Foreign Minister - all good.,35,TimOfAltona
338,"I think Napthine will be returned - Labor are simply too risky to be trusted with the Treasury keys - there have been some shocking Labor governments in Victoria over the years - Cain, Kirner, Bracks and we are still paying for their incompetence in our rates and taxes. ",50,TimOfAltona
339,Andrews has given us no comfort that he is a future premier nor can lead a viable alternative government. In fact there are very big questions over his bona fides - particularly where his links to the CFMEU are concerned. ,41,TimOfAltona
340,Always good to hear from the left wing minority in Australia who were crushed at the last federal election - now back to what the majority of Australians' think - here's a tip - the Scottish referendum does not rate highly on our radar - if at all!,48,TimOfAltona
341,Joe Hockey is actually a good bloke and a decent Australian - yes he said a dumb thing and has made himself an easy target for the haters - but ultimately he wants to position the country for future prosperity. ,41,TimOfAltona
342,"Labor supporters don't like it because they don't want Hockey to succeed where Labor failed, a bit like Morrison and the illegal people smuggler boats where Labor were found to be hopelessly inadequate, but ultimately Hockey will prevail and get key parts of his budget through.",46,TimOfAltona
343,Perhaps the answer is we just go down the path of the US and rack up trillions of dollars in national debt and just hope it all works out for future generations - sounds like this is the Labor/Greens way.,40,TimOfAltona
344,"The dilemma here is that if people smugglers believed that children of asylum seekers would be given 'special' treatment by Australian authorities ie: released immediately into the community and perhaps their parents allowed to join them later then standby for an armada boats laden with children departing Indonesia....how many young lives would be lost along the way, 50, 100, 500, 1000? ",62,TimOfAltona
345,"How many young lives lost does Sarah HY think is an acceptable number to sacrifice if it means that some can reach Australia safely by boat - 50, 100, 500, 1000? ",32,TimOfAltona
346,I have yet to hear one rational answer from the Labor/Greens cheer squad - how many lives lost is acceptable if Australia opens it's borders to people arriving via people smuggler boats? ,33,TimOfAltona
347,"Very easy for a failed former Treasurer to fire salvos at his political nemeses from the peanut gallery and be warmly embraced by the 'true believers' down at trades hall, but reality is Wayne you had your turn and things did not turn out so well for you, the ALP or the country. ",54,TimOfAltona
348,"Given that Labor and the Greens feed off each other for political relevance and Labor are pretty much dependant on the Greens for survival (who can forget that nauseating Julia Gillard/Bob Brown love fest) they may as well merge and be called ""Green Labor""",44,TimOfAltona
349,"Does not say if the Australian model is diesel, petrol or gas¡­that aside, these are easily the best everyday taxis in the world¡­I've used them a fair bit in London and can't fault them for comfort and space.",38,TimOfAltona
350,"None of us here today, that includes PM Tony Abbott for those who were not aware, had anything to do with events that are reported to have occurred in the 1800's in Australia ( or anywhere else for that matter). ",41,TimOfAltona
351,Trying to link the comments made by the PM on barbaric events happening right now to historical events 200 years ago is pushing the anti-Abbott barrow a little too far in my opinion. ,34,TimOfAltona
352,"I could be wrong, but I seriously doubt that Tony Abbott had much to do with the reported slaughter of indigenous people 200 years ago -- even the most hardened Labor/Greens cheer squadder would have some degree of difficulty in linking the current PM with those events nor would  expect the current Australian PM to start discussing events of 200 years ago when providing regular updates on terrorist events and what the government is doing to mitigate the risk to Australians at home and overseas.  ",88,TimOfAltona
353,FDOM could have easily omitted panel 5 of the cartoon and the same point would have been made without turning it into the usual feeding session for the usual anti-Abbott brigade in these threads - completely unnecessary. ,38,TimOfAltona
354,PS - the final panel is incorrect - there  a memorial and heritage listing for the Myall Creek Massacre (followed up by a reconciliation ceremony between descendants of both the people murdered and the perpetrators) and there has been widespread acknowledgment/recognition of the horrific treatment of Aboriginal people at the hands of white settlers in the early days of colonisation.,61,TimOfAltona
355,"Oh dear - Labor supporters flock to this story because Murdoch did not back their team last year. In fact not only did Murdoch newspapers not back the Labor/Greens team, they had the  to report on the rampant dysfunction going on inside the Labor/Greens government. ",47,TimOfAltona
356,"The funny side of this is that the Labor supporters all looked the other way when their party was in melt down and chose to 'shoot the messenger ' instead, pointing the finger of blame for Labor's civil war on the newspapers reporting it. ",45,TimOfAltona
357,How funny would it be if Murdoch decided to back a Labor/Greens government in 2016. All these threads would either be empty of comment or would be praising Murdoch for his magnificent contribution to the Labor cause...I can hear the chorus of 'a great Australian' ringing out across the lefty blogosphere. ,52,TimOfAltona
358,I see a little 'home movie' of Julia Gillard's last night in the Lodge was leaked the other day - there's Julia with a suspiciously outrageously expensive glass of Grange in her mitt whilst leaning up against the balustrade for support whilst listening to the intoxicated drones of Wayne Swan's commiserations on the death of the Gillard government at the hands of the evil Rudd. ,66,TimOfAltona
359,"If it was revealed that the Prime Ministerial wine cellar had a cache of expensive wines, all the left wing commentators on here would be up in arms attacking the government for extravagance and waste at the expense of the poor, yet the story reveals the opposite, the PM, or his department, has been vigilant and it seems frugal with the tax payer funded wine cellar. ",67,TimOfAltona
360,Shhhhhh...don't mention that to the Labor/Greens cheer squad... they have duped themselves into thinking that a Labor/Greens government will just flop over the line in 2016 without doing or saying anything...albeit releasing a couple of policies at around 5pm the night before the polling day.,45,TimOfAltona
361,Nice try by the Labor/Greens cheer squad trying to link Palmer's comments to the Abbott government - falls on deaf ears though - Palmer is clearly 'out there' at the moment and is buddying up to Labor to try and block Budget elements in the senate. ,47,TimOfAltona
362,"You intentionally omitted that the Port of Newcastle has been leased to a , of which China Merchants Group is a member. Hastings Equity is also part of the leasing consortium - an Australian ASX listed company. ",38,TimOfAltona
363,Liberal governments  the nation's wealth then Labor governments come in and  all the nations wealth and place the country in tens of billions of dollars worth of debt and then Liberal governments return to fix up the debt mess and once again  the nations wealth then Labor come back in and spend......well you get the idea. It's been going on for decades.,65,TimOfAltona
364,"Interesting situation in Victoria - Labor have no real shadow front bench to speak of, a leader who nobody can even remember his name, a handful of policies (that no one can remember either) that did nothing except spend all the money that the Napthine government has built up in the bank account and they think that all they have to do is  to claim victory. ",68,TimOfAltona
365,Let's hope Victorians remember the dark days under Labor and also see that this current bunch of ALP pretenders have absolutely nothing going for them other than they fill up the spaces on the opposition benches. ,37,TimOfAltona
366,"If you want a reminder- just open up your water bill and enjoy the high cost due to Labor's multi-billion dollar desal plant white elephant, inactive and costing us hundreds of millions of dollars a year to sit there dormant.",40,TimOfAltona
367,Good to see Shorten channelling that great conservative PM Winston Churchill to make his point. Not sure the folks down at Trades Hall would be too impressed.Where is a quote from Karl Marx when you need one Bill?,38,TimOfAltona
368,I agree - what the alternative government think about these things is completely irrelevant - we have zero interest in knowing about what they may do if they were in government.,31,TimOfAltona
369,"Innocent men,women and children are being slaughtered day by day - no one is making that up. Google what these IS bastards are doing to children, including the photos, and  can argue against military intervention. The sooner the US and the UK and perhaps Australia step in the better.",50,TimOfAltona
370,"Agreed, however getting involved in a war that stops the IS advance through Iraq, Syria and is butchering and wiping out ethnic/religious minority communities who stand in their way is  a good result? ",35,TimOfAltona
371,"Mock the little yellow lifeboats if you must - but hey, they formed part of a policy that has seen zero reported drownings in the past few months vs 1000+ deaths at sea during the Labor/Greens administration. ",38,TimOfAltona
372,All countries in the world operate immigration detention/processing centers where people are detained  while their claims or bona fides are investigated and dealt with - Nauru and Manus are an extension of Australia's network of onshore/offshore detention centers established to handle the burden of thousands of people arriving by boats during the previous 6 years of Labor government. ,60,TimOfAltona
373,"Prisons are places where people are held either following  or have been charged with a crime and are held if it is deemed they are a danger to other people, themselves or are a flight risk. ",38,TimOfAltona
374,"You are correct Jim, western military intervention is not a long term solution - it is a band aid - but if it means in the short term saving perhaps tens or hundreds of thousands of people from a horrific death at the hands of IS it is definitely worth going for. ",53,TimOfAltona
375,"I hear your point, but I doubt IS fighters have much interest on who is the PM or which political party is in power in Australia while they go about their jihad - this same situation could have easily arisen when Labor were in government and Labor would be grappling with the same conundrum.  ",56,TimOfAltona
376,I think we all saw Gillian Triggs over-reach with some of her comments made to the Minister on Friday - prisons and armed guards. It was unfortunate because it was echoing a Sarah Hanson-Young type of rhetoric which tends to fall on deaf ears with the majority of the electorate. ,51,TimOfAltona
377,Triggs would have been better to stick with the facts without resorting to inaccurate or misleading statements (perhaps she genuinely believed the processing centre staff carried guns?) but as Chair she should have better informed herself. ,37,TimOfAltona
378,"wants to see Australia militarily involved in another war in the Middle East, however at some point we have to ask the question - do we stand by and look the other way knowing full well that daily massacres and ethnic cleansing is being perpetrated upon minority groups in Syria and Iraq by IS terrorists or do we do what we can, within our relatively limited capabilities militarily, to try and stop the genocide along with our US and UK partners? ",82,TimOfAltona
379,"Many will say we should stay out, none of our business as it's all happening on the other side of the world but the reality is that IS represent a global threat by the very nature of what they are trying to achieve and the means they use to destroy anyone standing in their way . ",57,TimOfAltona
380,I think the reality is that most of this budget will get through - sure there will be some tweeking to appease PUP and the independents and one or two cost saving measures may be diluted but it will go through and we can all move on. ,48,TimOfAltona
381,"I think the reality is also that Labor have been very uninspiring and highly unconvincing in their arguments against the budget - apart from promising to increase spending, axe the proposed savings and (by definition) create billions of dollars in additional debt if they were in government, we have seen little or nothing from them on how they would fix up their mess of the past 6 years. ",69,TimOfAltona
382,"There have been heat waves, droughts and massive bush fires recorded over the last 200 years in Australia, many worse than any we have seen in the last 40 or so years. ",33,TimOfAltona
383,I suspect that the same has been happening for the past 2000 years as well - going on about last year's temperatures as proof of global warming has zero credibility. JS.,31,TimOfAltona
384,Why do the Labor/Greens cheer squad always resort to childish name calling - to me it looks like they have lost the argument &amp; have nothing left but the antics you see more commonly in primary school children. This gives me great comfort that the Labor/Greens party will occupy the opposition benches for many years to come. IMHO.,58,TimOfAltona
385,The point I make is that there is a world of difference between armed and non-armed guards - particularly in these facilities. Triggs was wrong to assert that there are armed guards in the detention centres - there are not and never have been. Facts are facts.,47,TimOfAltona
386,"There is an element of accuracy to Morrison's statements about Labor's failed policies leading to thousands of people trying to make their way to Australia, including children, on people smuggling boats.  ",33,TimOfAltona
387,"He was also correct that the current Coalition policies will eventually lead to zero children being held in detention - why? - because the boats have stopped, people have stopped drowning and no more children are arriving by sea.",39,TimOfAltona
388,It's pretty clear to all that the opposition have been fairly provocative when it comes to abusing stand orders to the point some are actively baiting the Speaker seeking ejection - bit of a sport for Labor and one they can easily participate in given their seriously low numbers in the House of Reps - any voting is a forgone conclusion.,61,TimOfAltona
389,"Bandt should pull his head in. There is no legislative requirement for any PM, Labor or Liberal to debate committing of armed forces to foreign conflict in parliament and Bandt knows this. he is purely mischief making. ",38,TimOfAltona
390,Why the hell do we want to hear the Greens get up and say this whole mess can resolved by all sides joining hands and banging out a few lines of Kumbaya.,32,TimOfAltona
391,Plibersek is clearly out of her depth with this portfolio and Bill should be looking at a more competent person on his front bench to run with this shadow portfolio. ,31,TimOfAltona
392,"Labor mucked up the whole NBN roll out - cost blown out by billions of dollars, poorly implemented roll out and ridden with flaws and mismanagement. Ask Albo - he kept the reports hidden from us in the lead up to last years election. ",45,TimOfAltona
393,I can see where Malcolm Turnbull is coming from with his video explanation - I too often have to dumb things down to the Labor/Greens supporters to assist their comprehension of simple facts.,33,TimOfAltona
394,"Best ask the Dutch, they are heading the investigation aided by Malaysia. Abbott and Bishop's role was to bring home as many Australian victims as possible to their families- this is starting to occur as remains are positively identified by the team in Holland.",44,TimOfAltona
395,What a load of crap Daisy..... so by engaging with Muslim leaders to keep dialogue open Abbott is somehow alienating young men.....if we was ignoring Muslim communities you would be the first one on here attacking him for alienating the Muslim communities. ,43,TimOfAltona
396,These laws are targeting people who may be radicalised in Australia then going overseas to join jihads or some other terrorist cause and then returning to Australia where they represent an unacceptable risk to the Australian community. ,38,TimOfAltona
397,The Labor/Greens cheer squad need to take a deep breath and read what the PM is saying - we are not targeting Muslim groups - we are targeting terrorists irrespective of which religion or ethnicity they belong to. ,39,TimOfAltona
398,"Just so happens that right now 99.9999% of the IS jihadists rampaging through Iraq and Syria are Sunni Muslims or those who have converted to Sunni Islam and Sharia law, so it makes pretty good sense to have dialogue with the various Muslim groups represented in Australia. ",48,TimOfAltona
399,"Jim, I don't see too many Christians, Jews or Calathumpians rampaging through Iraq right now intent on wiping out minority ethic and religious communities like the Yazidis, Assyrians and Shabaks. ",31,TimOfAltona
400,To all the Labor/Greens cheer squad banging on about a DD - it will not happen so stop the constant droning on about the impossible - better you direct your energy to how Labor can recover and get themselves into a winning position over the next couple of terms or so - here's a tip - try and do it without depending on the Greens to get you across the line¡­.that always leads to disaster for all concerned.,78,TimOfAltona
401,"Here's a tip boys and girls - Labor is not a perfect political party by any means - they have many weaknesses, many associated with their reliance on unions and the Greens to keep them afloat.",36,TimOfAltona
402,That may be some warped &amp; twisted Labor/Greens solution to Israel protecting it's citizens from daily Hamas rocket attacks but it is not the solution the majority of Australians would support. ,32,TimOfAltona
403,Time the Labor/Greens cheer squad started to back this government on it's handling/response to the ISIS butchery instead of worrying about how good the PM may look as a result of our response.,33,TimOfAltona
404,"I doubt any decent Australians would want us to standby on the sidelines and do nothing whilst thousands of men,women and children from ethnic and minority communities are slaughtered under our noses.",32,TimOfAltona
405,The Labor/Greens party supporters appear oblivious to the daily genocide of minority religious and ethnic groups in Iraq - men women and children being butchered as ISIS cuts a swarth through Iraq and Syria. ,35,TimOfAltona
406,"While the majority of Australians are happy to see this country lend a hand to stop both the ISIS advance and the protection of minority communities, it seems the Labor/Greens cheer squad's primary area of concern ahead of the slaughter in Iraq is that the Abbott government may actually look good for helping prevent genocide and how many votes that may translate to in late 2016.",66,TimOfAltona
407,Funny how Abbott and Shorten are essentially saying the same things in relation to this humanitarian disaster but the Labor/Greens cheer squad focus their attack on Abbott but completely ignore Shorten's almost identical comments - it's as if Shorten does not even exist any more or is completely irrelevant in this discourse - I pick the latter.,57,TimOfAltona
408,"Well I guess if were not for the British we could could just as easily have been writing this thread today in Spanish, French or Portuguese - take your pick.",30,TimOfAltona
409,Again I am somewhat confused - Andrews was being attacked and vilified by the Labor/Greens cheer squad for attending the conference and now that he has announced he is not attending he is being attacked and called a coward for  attending? ,43,TimOfAltona
410,"Not sure why this is even a news story? People get sick all the time and the odds are someone will get sick up in Manus and will receive treatment accordingly, as is the case here. ",37,TimOfAltona
411,"Whilst I don't disagree that Australia should do what it can within our comparatively limited air power capability - there are other European military powers much closer to Iraq than Australia - where are the airforces of Germany, France, Italy or even Israel who could all lend significant fire power to any allied air strike against ISIS? ",58,TimOfAltona
412,"Unrestricted migration of peoples from eastern Europe, Middle East and North Africa has significantly impacted on the social cohesion in Greece - tens of thousands of migrants are squatting in urban areas with no welfare nor means to support themselves other than crime. ",44,TimOfAltona
413,"Unrestricted migration of people from eastern Europe, Middle East and North Africa has significantly impacted on the social cohesion in Greece - hundreds of thousands of migrants are squatting in urban areas with no welfare nor means to support themselves other than crime. ",44,TimOfAltona
414,Part of Joyce's problem is that he came from a low cost airline background firstly in Europe and then Jetstar. I just don't think he transitioned well into the full service environment that was QF. He may have been better to remain heading up Jetstar and reporting into the QF CEO.,51,TimOfAltona
415,I travel fairly regularly overseas and have got to say that overall the Middle Eastern (Emirates and Etihad) and some of the Asian airlines (SQ &amp; CX in particular) are streets ahead of QF when it comes to product and service delivery. ,43,TimOfAltona
416,Qantas used to be on par with the big global airlines but have definitely dropped a few notches over the past 10 years - I think it's a mix of bad management and complacency. I would rate the attitude of QF cabin crew on par with that of the larger US airlines - which means it just ain't that good. ,61,TimOfAltona
417,Tony Sheldon is spot on when he says that Qantas need to change their CEO if they want to recover from this. Joyce has been a failure through and through and the QF Board (who recruited Joyce over Borghetti) are also to blame for this result.,46,TimOfAltona
418,Good to see Julie Bishop has finally tidied up the actions of the former Labor government spying debacle. Looks like relations with Indonesia have never been better¡­and getting stronger. ,30,TimOfAltona
419,What you fail to grasp is that ISIS are rampaging through Irag and Syria wiping out minority communities as they go - if you think that is an acceptable situation then that's fine but most decent people would rather the west step in and prevent genocide occurring under our noses - this where the US &amp; the UK with some assistance from Australia and other allies step in. ,69,TimOfAltona
420,Reality is most Australians support Abbott and the government's actions in assisting stopping the genocide of minority communities in Nthn Iraq. Labor have backed the government which is a good thing.,31,TimOfAltona
421,"To everyone on here commenting that the RC was a waste of time and money and achieved nothing, place yourselves in the shoes of the parents' who lost their young children as a direct result of this ill concieved/implemented roll out. ",42,TimOfAltona
422,"Agreed Daisy - the Iraqi government have to get their house in order if ISIS are to be defeated¡­this means equal representation from Sunnis and Shia, even a power sharing arrangement may be the solution..",35,TimOfAltona
423,I fail to see why there would be the need for a debate? Labor and the government are as one on this particular issue - they would be standing to support each other.,33,TimOfAltona
424,They know what they do is controversial and also that there are millions of Australians who do not agree with them so resorting to name calling to sustain their argument is a strong indicator of the weakness or even failure of their overall proposition.  ,46,TimOfAltona
425,"My personal view is these activists, whether they hail from Labor or the Greens would best put their energies into rebuilding their party so they can eventually form a viable alternative government down the track. ",36,TimOfAltona
426,Hang on - there two are not even part of Pussy Riot - they were ejected from the group for going off on their own personal crusade for prisoners rights in Russia. ,33,TimOfAltona
427,"Not sure why the Guardian want to give this small gathering so much publicity - if it's click bait for the Labor/Greens cheer squad then I guess they have succeeded, but reality is this World Congress for Families is a minority group holding views that are not shared by mainstream Australians. ",52,TimOfAltona
428,"As a Head of State, Putin requires no visa to come to Australia - in fact it is not even up to Australia as host nation to make the call on whether he attends or not - it is a collective decision by G20 members - Australia will abide by the consensus. ",53,TimOfAltona
429,"For those who are asking ""Shorten ?"" - he is the guy many commentators in this thread believe  be the PM but quickly ignore or look the other away when questions are asked about Shorten's performance, or for that matter the rest of the Labor front bench, for fear the rest of Australia can see what is the bleedin' obvious.",61,TimOfAltona
430,"Well if it is Abbott's war - then it surely is Shorten's war as well. The leader of your party has been backing the PM all the way on everything that has been said and done by Abbott in relation to Iraq, Syria and The Ukraine.",46,TimOfAltona
431,"Well if it is Abbott's war - then it surely is Shorten's war as well. The leader of your party has been backing the PM all the way on everything that has been said and done by Abbott in relation to Iraq, Syria and The Ukraine.",46,TimOfAltona
432,"The Coalition have been on top in QT for some time now - they have a string of fairly strong House of Reps performers/orators - Hockey, Bishop, Turnbull, Morrison, Joyce, Ley, Roberts, Abbott (has his moments but admittedly not always effective), Keenan, Hunt &amp; Pyne. ",46,TimOfAltona
433,"Now that the govt has successfully shut down the people smugglers operation, the sooner these detainees are processed the sooner Manus and Nauru will be closed down - hopefully for good. ",32,TimOfAltona
434,Labor must bear some of the responsibility. They knew in their heart of hearts the mining tax was useless but hung onto it like some twisted ideological icon from the failed Gillard/Swan years - perhaps they did it so as not to upset Swanny.  ,46,TimOfAltona
435,"I think it sad that so many commentators in this thread seem to be more concerned about about the likely lift in the PM's approval rating following his decision to assist in Iraq, than they do about the thousands of men,women and children being slaughtered by ISIS.",47,TimOfAltona
436,"Being a lifelong Saints supporter is not for the faint hearted - you have to learn to live with disappointment - particularly when we were so close, yet so far only a few seasons ago.  ",37,TimOfAltona
437,"UK should examine the Australian model - returning known jihadists are locked up the moment they try to re-enter Australia, charged with the criminal offence of either belonging to a prescribed terrorist organisation or fighting with a prescribed terrorist organisation with a max penalty of 25 years imprisonment. ",49,TimOfAltona
438,Daniels is a buffoon of the highest order -he will say or do anything to try and cobble together a Labor victory - cheered on by the CFMEU who will be bank rolling his election campaign. ,37,TimOfAltona
439,Napthine has a fairly impressive list of achievements to support his claim to another term. This is the only state presiding over a budget surplus (despite Labor's disasterous white elephant desal plant) and this fact alone should be enough to get the Libs across the line. Labor is just too risky.,51,TimOfAltona
440,It's another pre-election promise made by Abbott and like so many others is being delivered upon. Alot of people are interested in getting to the truth over this matter - significant public interest and it's not over yet for Gillard by a long shot despite what Lenore says.,48,TimOfAltona
441,"Last time I looked she was replaced by a fellow called Kevin Rudd - some may call Rudd a squalid piece of work, but then again he did at least manage to save some of the furniture.",37,TimOfAltona
442,"Agreed, plenty of others have sunk the metaphorical knife into Gillard's back well before him, people like Kevin Rudd, Bill Shorten and Sam Dastyari - no room for any more.",30,TimOfAltona
443,I find it either amusing or sad that so many people are coming out tonight to barrack for the very person who came so close to wiping out the very party they espouse to be in government. ,38,TimOfAltona
444,"Consider this - had Gillard not been turfed out by the ALP, Labor would have been lucky to muster 30 seats last September - yet everyone on here proclaim Gillard to be some kind of Labor party messiah, not the Labor party destroyer she in reality was. ",48,TimOfAltona
445,Gillard may have been a very personable individual - but she was the most loathed PM Labor have ever experimented with - she was on track to nearly wipe out her own party at the election had she not been taken down by Shorten and thrown out of office. ,50,TimOfAltona
446,Unlikely - they will continue to thrash around in the political wilderness searching for purpose and leadership for the next few years....of course they will at some point regain government in this country but that time is a long way off...perhaps another 3 terms or more. How many leaders do you think they will churn through until they come up with a winner? ,64,TimOfAltona
447,Fair to say Morrison has done a great job in his portfolio. Stopping the boats and saving perhaps 1000+ lives along the way. Australians acknowledge and congratulate that achievement. ,30,TimOfAltona
448,"The left don't like it because it was a key plank in a raft of policies that contributed to the Labor/Greens loss last September and while the Labor/Greens cheer squad hoped like crazy the boats would keep arriving, Morrison and Operation Sovereign Borders has prevailed and shut down the people smuggling operation which was running rampant under the previous Labor/Greens government. ",62,TimOfAltona
449,"Just like the grubby Craig Thomson debacle, it quickly all turned to tears for all concerned and Gillard went on to be knifed by her own party such was her abject unpopularity. ",33,TimOfAltona
450,"No question, Gillard and Labor brought this all upon themselves by rushing in an individual with a 'colourful' past to try and stave off the inevitable thrashing at the polls.",30,TimOfAltona
